,question_id,question_text,test_type,description,model,source,global_discipline_name,grade,answers,correct_answer_indices
72,ea3ff407-75fe-4de1-8816-ee6c62ba0297,Видобуток якої корисної копалини був провідною галуззю промисловості Східної Галичини наприкінці ХІХ ст.?,single_choice,,manual,imported_from_lms,Історія України,9,"['нафта' ""кам'яне вугілля"" 'залізна руда' 'марганець']",[0]
73,1f515ef2-7680-439b-baf1-28fac483aa8d,Позначте речення із сурядним єднальним сполучником.,single_choice,,manual,imported_from_lms,Українська мова,9,"['Тітонька Мардж почала потроху освоюватися, а Гаррі не сумував за життям без неї в будинку номер чотири.'
 'Гаррі почув, що Дурслі встають з за столу, і поспішив нагору, подалі від гріха.'
 'Доки Дадлі доїдав четвертий шматок торта, тітка Петунія сьорбала каву, відчепіривши мізинця.'
 'Гаррі не тільки вискочив з-за столу, а й він одразу ж побіг до комірчини під сходами.']",[3]
74,c7c52ccd-5d01-4114-8c1f-5b335698b342,Знайдіть область визначення функції \(\frac{1}{\sqrt{4-2x}}+\frac{1}{\sqrt{x-9}}\),single_choice,,manual,imported_from_lms,Алгебра,9,['\\((2; 9)\\)' '\\([2; 9]\\)' '\\( [2; 9)\\)' '\\(∅\\)'],[3]
75,c3a9a942-e773-4029-8bc4-7ec83fc3f6ab,Яке значення ОДЗ має вираз \(\sqrt{\frac{x-3}{x^{2}-9}}\) ?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(x>3\\)' '\\(x>-3\\)' '\\(x\\neq 3\\), \\(x\\neq -3\\)'
 '\\(x>-3\\), \\(x\\neq 3\\)']",[3]
76,70d15a7b-3b05-4374-acaf-5c1d56c648ea,"У реченні Дарма...що сніг хрумкотить під ногами, але весна своє бере на місці крапок потрібно поставити",single_choice,,manual,imported_from_lms,Українська мова,9,['кому' 'тире' 'кому й тире' 'нічого'],[3]
77,ae59c81c-58c8-4466-8cc9-4a4a1b43e4d4,"Визначте важливу відмінність «молодих громад» від «старої громади», що існували в Наддніпрянській Україні у другій половині ХІХ ст.?",single_choice,,manual,imported_from_lms,Історія України,9,"['виступали за політизацію національно-визвольної боротьби'
 'активно готували народне повстання проти самодержавства'
 'налагодили тісну співпрацю з польським визвольним рухом'
 'відкрили легальні осередки в усіх губерніях Наддніпрянщини']",[0]
78,7b8c838d-7a51-4532-8661-2234f54b07cc,"Більшість українського населення на землях, підконтрольних і Російській, і Австрійській імперіям, становило:",single_choice,,manual,imported_from_lms,Історія України,9,['селянство' 'міщанство' 'робітництво' 'інтелігенція'],[0]
79,f24a8452-3c74-4793-9c53-ec7983fb6039,Де в Україні організовано перший спеціалізований заклад музичного профілю?,single_choice,,manual,imported_from_lms,Історія України,8,['у Глухові' 'у Батурині' 'у Києві' 'у Чигирині'],[0]
80,87d7356d-3c4d-4ed2-8e2c-5b0ca28c0d2d,У якому регіоні під впливом «весни народів» активізувався український національний рух?,single_choice,,manual,imported_from_lms,Історія України,9,['Слобожанщині' 'Західній Волині' 'Східній Галичині' 'Запорожжі'],[2]
81,90234b9b-0809-47c3-a1ad-97d482a55429,Виконайте додавання дробів та позначте правильну відповідь. \(\frac{x+1}{x^2+7x+12}+\frac{2}{x+3}\),single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(\\frac{x+3}{x^2+8x+15}\\)' '\\(\\frac{x+3}{x^2+7x+12}\\)'
 '\\(\\frac{3}{x+3}\\)' '\\(\\frac{3}{x+4}\\)']",[3]
82,c60a89c9-cad6-4eca-8808-e292a29d3433,"Безсполучниковими є всі речення, ОКРІМ",single_choice,,manual,imported_from_lms,Українська мова,9,"['Все густіші на душі тумани, все лютіша на душі зима (Т. Мельничук).'
 'Ніч запропонувала дивну забаву – змусила мільйон зірок шукати собі на землі люстерко (Люко Дашвар).'
 'Насправді ж людина неповторна в усьому: і в найвищому щасті, і в горі, і в біді, навіть у дурощах своїх (П. Загребельний).'
 'Зорі крізь щілини в клуню дивились поглядом тихим, далеким, глибоким: холодно вночі усім одиноким (Л. Костенко).']",[2]
83,f2619fbf-7e14-493a-a2ea-38d05d945a9e,"Виберіть правильне продовження твердження. Синтаксис — розділ науки про мову, що вивчає…",single_choice,,manual,imported_from_lms,Українська мова,8,"['способи об’єднання слів у словосполученні й реченні, будову словосполучень і речень'
 'текст, зміст та його будову'
 'слова, їхнє значення, походження й уживання'
 'стійкі словосполучення, їхнє значення й уживання']",[0]
84,78cb9044-8a12-4f4a-bf4e-a8af259b1b95,"Складнопідрядне речення з з підрядним допусту утвориться, якщо речення “Я люблю читати...” доповнити",single_choice,,manual,imported_from_lms,Українська мова,9,"['коли їду в довгу подорож.'
 'так що завжди можу поговорити на будь-які теми.'
 'хоч і маю мало вільного часу.' 'де є хороше світло й затишок.']",[2]
85,a71d66bf-651b-442e-bd74-0110b5f91b5e,Спростіть вираз: \(2x^{-3}y^4⋅(-5)x^2y^{-4}\).,single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(10x^{-1}\\)' '\\(-10x^{-6}y^{-16}\\)' '\\(10x^{-6}y^{-16}\\)'
 '\\(-10x^{-1}\\)']",[3]
86,81d5093d-8b69-4d34-97d3-ed25b4f2ce70,Хто був автором програмного документу РУП «Самостійна Україна»?,single_choice,,manual,imported_from_lms,Історія України,9,"['Дмитро Антонович' 'Микола Міхновський' 'Боніфатій Камінський'
 'Михайло Русов']",[1]
87,5a67267b-0888-4d3e-8dab-e3af50fd32b1,Яка подія європейської історії відіграла вирішальну роль у процесі формування національної свідомості українців наприкінці XVIII – у першій половині ХІХ ст.?,single_choice,,manual,imported_from_lms,Історія України,9,"['Велика Французька революція' 'Весна народів'
 'Польське повстання 1863-1864 рр.' 'Пʼємонтська революція']",[0]
88,b3a5f059-9ec4-4023-8b07-b877728aa660,Укажіть речення з прямим порядком слів.,single_choice,,manual,imported_from_lms,Українська мова,8,"['Завтра розпочнуться канікули.' 'Літні канікули розпочнуться завтра.'
 'Розпочнуться завтра канікули?' 'А завтра канікули?']",[1]
89,5412706a-dfdd-43a4-a08d-03f889fc96bb,"Виберіть рядок, у якому перелічено всі губернії, що входили до складу Малоросійського генерал-губернаторства.",single_choice,,manual,imported_from_lms,Історія України,9,"['Катеринославська, Херсонська, Таврійська'
 'Полтавська, Чернігівська, Харківська' 'Київська, Подільська, Волинська'
 'Чернігівська, Полтавська, Херсонська']",[1]
90,ac40fe9b-2210-42d8-8db6-aaf1fcb3eabc,Знайдіть множину розв’язків нерівності \(5−3x ≥ 5x+21\).,single_choice,,manual,imported_from_lms,Алгебра,9,['\\((−∞; −2)\\)' '\\((−∞; −2]\\)' '\\([2;+∞]\\)' '\\((2; +∞)\\)'],[1]
91,4c9b3f71-677e-4845-9320-0ad200aa900b,Спростіть вираз \(\frac{-x^2+7x-12}{x-3}\).,single_choice,,manual,imported_from_lms,Алгебра,8,['\\(x-4\\)' '\\(4-x\\)' '\\(x+4\\)' '\\(x-3 \\)'],[1]
92,07c8f595-8990-4f7a-b558-c96f3b7eb652,Виберіть правильне твердження.,single_choice,,manual,imported_from_lms,Українська мова,9,"[""складнопідрядне речення — це таке складне речення, частини якого рівноправні та з'єднуються в одне смислове та граматичне ціле за допомогою сполучників""
 ""складнопідрядне речення — це таке складне речення, частини якого нерівноправні та з'єднуються в одне смислове та граматичне ціле за допомогою інтонації, підрядних сполучників та сполучних слів""
 ""складнопідрядне речення — це таке складне речення, частини якого з'єднуються в одне смислове та граматичне ціле за допомогою інтонації""
 ""складнопідрядне речення — це таке складне речення, частини якого нерівноправні та з'єднуються в одне смислове та граматичне ціле за допомогою інтонації, сурядних сполучників та іноді сполучних слів""]",[1]
93,75abb50b-4c19-4998-b031-b7661e90833d,"Укажіть речення, де немає помилок у вживанні тире між підметом та присудком.",single_choice,,manual,imported_from_lms,Українська мова,8,"['Навчитись читати важлива навичка у початковій школі.'
 'Це моя мрія – розпочати свою справу.' 'Три на чотири дванадцять.'
 'А там ростуть волошки.']",[1]
94,2eb44735-dcf9-4bc3-ac9b-114a324b5bc9,Виберіть формулу для обчислення суми n членів геометричної прогресії \((b_n)\)  зі знаменником q≠1.,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(S_n=\\frac{b_{n+1}-b_n}{q-1}\\)' '\\(S_n=\\frac{b_{n+1}-b_1}{q-1}\\)'
 '\\(S_n=\\frac{b_n-b_{n-1}}{q-1}\\)' '\\(S_n=\\frac{b_{n+1}-b_n}{q+1}\\)']",[1]
95,bf758fc4-0620-405c-9b50-6fadf1868a0b,"Укажіть речення, у якому всі розділові знаки вжито правильно.",single_choice,,manual,imported_from_lms,Українська мова,9,"['Юність вчать – наука їй не шкодить, але рветься зойк у мене з вуст хай до неї близько не підходить із своєю міркою Прокруст! (В. Симоненко).'
 'Виявляється, коли їм скрута, птахи просто горнуться до людини вони зовсім довіряються їй (О. Гончар).'
 'Розвалювалася темрява коли з-під неї виходила земля і вилітав  жайворонок (М. Стельмах).'
 'На світі у кожного сонце своє; любенько живеться, як сонечко є (В. Александров).']",[3]
96,c9585172-26e2-4d96-a1e7-435b2014118b,"В повній гральній колоді \(52\) карти: чотири масті, в кожній з яких є \(13\) різних карт (від \(2\) до туза). На столі лежать \(5\) карт, серед яких рівно \(3\) туза. У Івана в руках є дві карти. Яка ймовірність того, що одна з карт Івана — це туз?",single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(\\frac{1}{47}\\)' '\\(\\frac{1}{4}\\)' '\\(\\frac{2}{47}\\)'
 '\\(0\\)']",[2]
97,78f1c653-6fdb-4819-acfc-4fe964b757b3,"Виберіть речення, частини якого поєднані сполучним словом.",single_choice,,manual,imported_from_lms,Українська мова,9,"['Ще не прийшла весна, хоч вже гримлять потоки (О. Олесь).'
 'Ми рушили до будинку, що виднівся на околиці села.'
 'Джерела живуть доти, доки над ними нахиляються попечені жагою губи (І.Драч).'
 'Життя зриває дні мої, неначе вітер зриває листя.']",[1]
98,090b2283-7c7b-48b6-8fdc-8bd4d4f78be1,Недослівний спосіб передачі мовлення іншої людини називають,single_choice,,manual,imported_from_lms,Українська мова,9,['прямою мовою' 'непрямою мовою' 'цитатою' 'діалогом'],[1]
99,13e767e7-c6e1-420c-a5e8-e3b4bd429e18,"Винесіть множник з-під знака кореня та оберіть правильний варіант відповіді: \(\sqrt{-98x^5y^{12}z^{14}}\), якщо \(z < 0\)",single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(-7x^2y^6z^7\\sqrt{-2x} \\)' '\\(7x^2y^6z^7\\sqrt{-2x} \\)'
 '\\(-7x^4y^{12}z^{14}\\sqrt{-2x} \\)' '\\(7x^2y^6z^7\\sqrt{2x} \\)']",[0]
100,2d35ce05-ac2d-4c5c-b719-15975a930e82,У геометричній прогресії \((b_n)\) перший член \(b_1=-1\) та знаменник \(q=-5\). Чому дорівнює \(b_4\)?,single_choice,,manual,imported_from_lms,Алгебра,9,['-125' '625' '125' '-625'],[2]
101,020c74d2-c6f5-42dc-a93b-f72dd97fde44,Укажіть складне речення із сурядним та підрядним зв’язком.,single_choice,,manual,imported_from_lms,Українська мова,9,"['Ти до мене прийшла не із казки чи сну, і здалося мені, що стрічаю весну (В. Симоненко).'
 'Заблукати — не сором, соромно йти хибним шляхом: помилившись, не соромся виправитись (Сократ).'
 'Найдорожче для людини —це думка, і вся солодкість думки — в рідній мові (В. Чорновіл).'
 'Усяк той кущ хвалить, під яким сидить (народна творчість).']",[0]
102,c256d512-54a9-4142-81d1-50f5514d52e5,Що таке цитата?,single_choice,,manual,imported_from_lms,Українська мова,9,"['поєднання рядків у вірші, що мають певний віршовий розмір.'
 'дослівно переданий фрагмент висловлювання іншої людини чи уривок із тексту.'
 'найбільш напружений момент у розвитку дії художнього твору.'
 'чуже мовлення, що передається не дослівно, а зі збереженням лише основного змісту висловлювання.']",[1]
103,5af0a1b8-2271-458c-a96d-6f4041e76f3e,"Знайдіть значення виразу \(\sqrt2⋅\sqrt{0,32}+\sqrt{(-3)^2⋅0,16}-\frac{\sqrt{39}}{\sqrt{13}}-\sqrt{(\sqrt3-2)^2}\).",single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(1\\)' '\\(-1\\)' '\\(0\\)' '\\(0,4\\)']",[2]
104,36f244f5-75c0-4e6c-b47c-9a2a6a88f4c4,Поширених однорідних членів НЕМАЄ у реченні:,single_choice,,manual,imported_from_lms,Українська мова,8,"['На кримських горах росли розлогі сосни й стрункі кипариси.'
 'Важкий грузовик помаленьку, мляво сунувся по шосе.'
 'Найкращі книги зберігають мудрість і красу, глибину переживань і поклик до щастя.'
 'Неправдою далеко зайдеш, та назад не вернешся.']",[1]
105,2c4e0c8a-0f08-402b-b9df-c3d8a30a6b40,Два ряди однорідних членів є в реченнях:,single_choice,,manual,imported_from_lms,Українська мова,8,"['Чарівний світ пливе переді мною: сині води, білі піски, хати на високих берегах.'
 'Гаряче сонце заглянуло під грушу, обсипало вогнем білу сорочку, чорняве лице.'
 'Лист черкається об лист і тихо дзвенить.'
 'Дівчина витягла відро води коромислом, вхопила другим кінцем коромисла друге відро, жваво кинула коромисло на плече й пішла на згористий берег.']",[1]
106,462f0b24-371e-411f-aeef-365d9c3160ae,Узагальнювальне слово стоїть перед однорідними членами в реченні (розділові знаки пропущено):,single_choice,,manual,imported_from_lms,Українська мова,8,"['Дід розмовляв із кіньми з телятами з травами зі старою грушею і дубом з усім живим.'
 'Із дерева на дерево перелітали всякі пташки як-от рябчик, синиця, сорока.'
 'Повітря рослини води усі славлять блакить.'
 'І квіти і зорі й зелені віти провадять розмови кохані про вічную силу весни на сім світі про чари потужні весняні.']",[1]
107,e78c0b22-74d5-484c-a4af-42898ff1ab40,Правильно поставлено розділові знаки в реченні з однорідними членами,single_choice,,manual,imported_from_lms,Українська мова,8,"['Усе в чеканні: спілі краплі рос, земля і місяць, вишні і тополі.'
 'Попідтинню сіромаха і днює, й ночує.'
 'Кожен кущик, горбок, долинка, кожна стежечка: все се було йому знайоме, промовляло до його.'
 ""Од свіжого подиху ранку злегка тремтіли жита, з рум'яного сходу линуло світло, і м'якими хвилями розпливалось поміж небом і землею.""]",[0]
108,1dd3b2e4-98cb-4921-a9fa-24abb3c9f7d8,"Ах, як усього багато ... неба, сонця, веселої зелені. На місці трьох крапок має стояти",single_choice,,manual,imported_from_lms,Українська мова,8,['кома' 'тире' 'двокрапка' 'нічого не має стояти'],[2]
109,2966ef8f-c873-45cc-ba2c-5eec1407bc38,Розв'яжіть рівняння \(\frac{x + 3}{3x - 2} - \frac{x + 1}{3x + 2} = 0\).,single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(- \\frac{5}{4}\\)' '\\(\\  - \\frac{1}{3}\\)' '\\(\\  - 0,8\\)'
 '\\(0,8\\)']",[2]
110,4cbdc942-bc3d-48dd-ab0e-dd5853cd05a5,Яка область допустимих значень (ОДЗ) виразу \(\frac{a-3}{a-5}\times\frac{a-5}{a^{2}-9}\) ?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(a\\neq 3\\) , \\(a\\neq -3\\)' '\\(a\\neq 3\\) , \\(a\\neq 5\\)'
 '\\(a\\neq -3\\)' '\\(a\\neq 5\\), \\(a\\neq 3\\), \\(a\\neq -3\\)']",[3]
111,23eadb30-1e87-4484-886a-db3c6cf8868c,Складнопідрядним реченням з підрядним місця,single_choice,,manual,imported_from_lms,Українська мова,9,"['Ти сидів за хатою на траві й прислухався до жайворонкового співу, який долинав із польового піднебесся (Є.Гуцало).'
 'Коней пустили на прибережні луки, яких ніколи не торкалася коса       (Ю. Яновський).'
 ""Де нема любові і страждання, там не живе, не б'ється і життя…             (О. Олесь).""
 'Небо, яке засіяли зорі, чудово заблищало (І. Нечуй-Левицький).']",[2]
112,ecb0cacd-f1a8-4510-ac47-21844444d4de,Знайдіть множину розв’язків нерівності \(4-2(x+3) ≥ 5(x-4)+6.\),single_choice,,manual,imported_from_lms,Алгебра,9,"['\\((-∞, 1\\frac{5}{7})\\)' '\\((-∞, 1\\frac{5}{7}]\\)'
 '\\([2\\frac{1}{7}, +∞]\\)' '\\((2\\frac{1}{7}, +∞)\\)']",[1]
113,8eab508e-3ca3-4256-a40b-27cba251e8e8,Розв’яжіть рівняння та зазначте правильну відповідь: \(3x - 12 = \sqrt{x^2}\),single_choice,,manual,imported_from_lms,Алгебра,8,['\\(6 \\)' '\\(3 \\)' '\\(6; 3 \\)' '\\(-6; -3 \\)'],[0]
114,48c70b0a-c712-4c27-ad2c-01fd4bd61af9,"Театр у Єлизаветграді (Кропивницькому), що виник у 1882 році та якого входили Марко Кропивницький, родина Тобілевичів, називався",single_choice,,manual,imported_from_lms,Історія України,9,"['«Руська бесіда»' '«Театр корифеїв»' '«Маролосійський театр»'
 '«Народний театр»']",[1]
115,34c5e6a0-5d1a-4b04-b063-4be58e529ca6,"Розв’яжіть систему \( \begin{cases} x-y = 7; \\[2ex] xy=-10 \end{cases} \). Якщо \( (x_1; y_1)\)  – розв’язок цієї системи, то \(x_1 ⋅ y_1 =\)",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(7 \\)' '\\(-3 \\)' '\\(10 \\)' '\\(-10\\)'],[3]
116,4db629de-4457-49a4-af9d-aade73e22a24,"Розв'яжіть систему рівнянь \( \begin{cases} xy = -12; \\[2ex] x(2y-1)=-18 \end{cases} \). Якщо \( (x_1; y_1)\) – розв’язок цієї системи, то \(y_1=\)?",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(-9\\)' '\\(-6 \\)' '\\(6 \\)' '\\(2\\)'],[3]
117,52bfeaa0-69ad-43cc-924f-04b69f211a9c,Означення правильно визначено в такому реченні:,single_choice,,manual,imported_from_lms,Українська мова,8,"['Його ніхто сюди не запрошував. Означення – його.'
 'Його погляд спрямований до моря. Означення – його.'
 'Її визнали найкращою піаністкою року. Означення – її.'
 'Її запросили до Київської консерваторії. Означення – її.']",[1]
118,6e3c038f-951f-48d8-8d6e-bae5896ef867,Яка теза відповідає умовам Березневих статей?,single_choice,,manual,imported_from_lms,Історія України,8,"['гетьмана й старшину призначав виключно цар'
 'українська адміністрація та суд підпорядковувалися Москві'
 'збиранням податків займався призначений з Московії воєвода'
 'кількість козацького війська мала складати 60 тис. осіб.']",[3]
119,0c40b757-f992-4b82-9791-9953750d5bca,Дано: \(-11,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(-42<-7a<77\\)' '\\(77<-7a<42\\)' '\\(-18<-7a<-13\\)'
 '\\(-4<-7a<-1\\)']",[0]
120,29976119-6d4f-4d1a-afdd-0b03d91cdade,"До якого типу належить виділений сполучник у запропонованому складному реченні? У гаманці на дні валізи ще була жменька чаклунського золота, але решта батьківської спадщини зберігалася в сейфі лондонського чаклунського банку «Ґрінґотс».",single_choice,,manual,imported_from_lms,Українська мова,9,"['підрядний означальний' 'сурядний єднальний' 'сурядний протиставний'
 'це не сполучник, а сполучне слово']",[2]
121,12b82927-ad70-4357-bfd3-4628c561959b,"Двокрапку між частинами безсполучникового складного речення потрібно ставити в усіх реченнях, окрім наступного (розділові знаки пропущено):",single_choice,,manual,imported_from_lms,Українська мова,9,"['І чую пульсують соки у тіло моє з землі (В. Симоненко).'
 'Сьогодні я маю право назвати себе щасливим я пізнав творчу радість (Л. Дмитерко).'
 'У глибині лісу стукав дятел пищали синиці (О. Десняк).'
 'Добре тому багатому його люди знають (Т. Шевченко).']",[2]
122,5cbc8fe3-e6cd-4e61-8d0a-11213303bf12,Сполучниками складнопідрядних речень з підрядним допусту є,single_choice,,manual,imported_from_lms,Українська мова,9,"['для того щоб, аби' 'мов, наче, ніби' 'хоч, хай, дарма що' 'якщо, якби']",[2]
123,de442b92-1432-463a-9ed8-3771702c04f1,Яка подія відбулася в 1783 р. на підконтрольних російській імперії українських землях?,single_choice,,manual,imported_from_lms,Історія України,8,"['скасовано полковий адміністративний устрій та утворено намісництва'
 'оприлюднено «Жалувану грамоту російському дворянству»'
 'остаточно ліквідовано посаду гетьмана'
 'закріпачено селянство Гетьманщини']",[3]
124,dc5e836d-0d62-4323-b7fa-3e73c3b9f879,Знайдіть неповне речення з пропущеним підметом.,single_choice,,manual,imported_from_lms,Українська мова,8,"['Науці належить розум, а поезії – душа.' 'Над Києвом – золотий гомін.'
 'Знов погляди їхні зійшлись, як мечі: у нього – нещадний, благальний – у неї.'
 'Половина саду цвіте, половина – в’яне.']",[2]
125,2cf9c757-85f1-4da0-8a27-6bfc793b4183,"У якому році було оприлюднено Валуєвський циркуляр, який забороняв видання книжок українською мовою?",single_choice,,manual,imported_from_lms,Українська мова,9,['1840' '1798' '1863' '1876'],[3]
126,67560974-691d-4fc9-87ad-9a58502c8a16,Виберіть формулу для пошуку суми коренів квадратного рівняння \(ax^2+bx+c=0\).,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(\\frac{b}{a}\\)' '\\(−\\frac{b}{a}\\)' '\\(\\frac{b}{2a}\\)'
 '\\(−\\frac{b}{2a}\\)']",[1]
127,67ee598d-7509-40db-83e8-32dd27dc706f,"Скількома способами можна розфарбувати сторони чотирикутника у \(4\) різні кольори, так, щоб всі сторони були різного кольору?",single_choice,,manual,imported_from_lms,Алгебра,9,['\\( 12\\)' '\\( 24\\)' '\\(128\\)' '\\( 256\\)'],[1]
128,fc518262-ef61-45f9-82cf-702d9265e24a,Спрощення,single_choice,,manual,imported_from_lms,Українська мова,8,"['бриз..нути, улес..ливий, очис..ний, реміс..ник'
 'проїз..ний, хрус..нути, балас..ний, віс..ник'
 'доблес..ний, якіс..ний, хрес..ний, випус..ний'
 'безшелес..но, гіган..ський, виїз..ний, облас..ний']",[0]
129,52c5e4d8-f4db-4bb8-ae8c-7c9452c923e6,Непоширені однорідні члени вжито в реченні,single_choice,,manual,imported_from_lms,Українська мова,8,"['Човен плавко загойдався на волі, а далі тихо й рівно посунув по воді над зорями.'
 'Ні, я хочу крізь сльози сміятись, серед лиха співати пісні...'
 'Ловлю останній промінь на хмарах, продовжую тебе у вогні, в лампі, у фейєрверках, збираю з квіток,'
 'По лісах блукали кози, тури, олені, вовки, кабани, ведмеді, лосі, рисі, зубри, борсуки.']",[3]
130,fefe7a44-cf18-45ce-a5d5-ea6fec41c3c4,Яке місто стало провідним центром українського культурно-освітнього руху у Галичині в 30-40-х рр. 19 ст.?,single_choice,,manual,imported_from_lms,Історія України,9,['Львів' 'Холм' 'Тернопіль' 'Станіслав'],[0]
131,16bb7c23-9a3c-400d-b096-d8cf38edf676,"Укажіть місто, центральна площа якого зображена автором гравюри на початку ХІХ століття.",single_choice,,manual,imported_from_lms,Історія України,9,['Чернігів' 'Ніжин' 'Полтава' 'Суми'],[2]
132,33fc65db-30c4-4ae0-ac5c-e877fa2b17b1,"Яким членом речення є виділене слово в реченні «Недалеко от Богуслава, коло Росі, в довгому покрученому яру розкинулось село Семигори »?",single_choice,,manual,imported_from_lms,Українська мова,8,['підмет' 'означення' 'додаток' 'обставина'],[1]
133,49de3dcd-4f95-45af-bdde-73e18264bc01,Основною повинністю козаків Слобожанщини була,single_choice,,manual,imported_from_lms,Історія України,8,"['перешкоджання втечам селян з ресійських земель на Дон'
 'видобуток солі та охорона соляних промислів'
 'сплата оброку в царську, а пізніше — імперську казну'
 'охорона кордонів Московії']",[3]
134,c26de70f-3495-416b-a2d2-70e6703d1aae,Виділіть квадрат двочлена з квадратного тричлена \(x^2-8x-2\).,single_choice,,manual,imported_from_lms,Алгебра,8,['\\((x-4)^2-18\\)' '\\((x-4)^2+12\\)' '\\((x+4)^2-18\\)' '(\\(x-1)^2\\)'],[0]
135,ca2b0783-1f3c-4914-89c8-1eb7ce494f2f,Як називалися органи самоврядування в містах згідно з міською реформою 1870 р.?,single_choice,,manual,imported_from_lms,Історія України,9,"['думи та управи' 'міські виконавчі комітети' 'міські дворянські збори'
 'земства']",[0]
136,4afc6755-e3f1-4135-bb32-6cdd20843232,Хто очолював українську громаду в І Державній думі Російської імперії?,single_choice,,manual,imported_from_lms,Історія України,9,['Є. Чикаленко' 'В. Винниченко' 'І. Шраг' 'Д. Донцов'],[2]
137,879fa57a-f06b-47d6-9370-99a8be025867,Що означає завершення промислового перевороту?,single_choice,,manual,imported_from_lms,Історія України,9,"['механізацію сільського господарства' 'появу монополій'
 'однакові темпи розвитку промисловості в усіх регіонах країни'
 'перехід до фабричного виробництва в провідних галузях промисловості']",[3]
138,76cdbd2e-ba9a-406d-904c-91b8d7dbc85e,Як потрібно виокремлювати пряму мову на письмі?,single_choice,,manual,imported_from_lms,Українська мова,9,"['за допомогою дужок' 'за допомогою ком' 'писати з абзацу'
 'за допомогою лапок']",[3]
139,6838f785-33b2-400f-8bf1-630b2498b292,На місці пропуску потрібно поставити тире в такому реченні:,single_choice,,manual,imported_from_lms,Українська мова,9,"['Земелька стогне … дощі забарились (Т. Приймалюк).'
 'Говорить … шовком шиє (Народна творчість).'
 'І не можна долі дорікати … всіх не може обігріть вона (В. Симоненко).'
 'Засвітить місяць, засяють зорі … земля потоне в сріблястім морі (О. Олесь).']",[1]
140,19e3127c-e7b3-43bb-972b-718c0865fdc9,Складнопідрядним реченням з підрядним наслідку є,single_choice,,manual,imported_from_lms,Українська мова,9,"['Передчуття завжди багатші за почуття, бо оточені нюансами            (В. Брюгген).'
 'Якщо вдивляється в голубінь неба, то хвилюється ніби в передчутті щастя (У. Самчук).'
 'А навкруги так тихо, що росинка з листа не скотиться (М. Нагнибіда).'
 'Промовець говорив неголосно, так що на задніх лавах не все чули (В. Земляк).']",[3]
